FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,LSOA21CD_1,RUC21CD,RUC21NM,Urban_rura,Shape_Leng,Shape__Are,Shape__Len,GlobalID_2,Form1-2_FID,Form1-2_lsoa11nm,Form1-2_lsoa11nmw,Form1-2_st_areasha,Form1-2_st_lengths,Form1-2_IMD_Rank,Form1-2_IMD_Decile,Form1-2_LSOA01NM,Form1-2_LADcd,Form1-2_LADnm,Form1-2_IMDScore,Form1-2_IMDRank0,Form1-2_IMDDec0,Form1-2_IncScore,Form1-2_IncRank,Form1-2_IncDec,Form1-2_EmpScore,Form1-2_EmpRank,Form1-2_EmpDec,Form1-2_EduScore,Form1-2_EduRank,Form1-2_EduDec,Form1-2_HDDScore,Form1-2_HDDRank,Form1-2_HDDDec,Form1-2_CriScore,Form1-2_CriRank,Form1-2_CriDec,Form1-2_BHSScore,Form1-2_BHSRank,Form1-2_BHSDec,Form1-2_EnvScore,Form1-2_EnvRank,Form1-2_EnvDec,Form1-2_IDCScore,Form1-2_IDCRank,Form1-2_IDCDec,Form1-2_IDOScore,Form1-2_IDORank,Form1-2_IDODec,Form1-2_CYPScore,Form1-2_CYPRank,Form1-2_CYPDec,Form1-2_ASScore,Form1-2_ASRank,Form1-2_ASDec,Form1-2_GBScore,Form1-2_GBRank,Form1-2_GBDec,Form1-2_WBScore,Form1-2_WBRank,Form1-2_WBDec,Form1-2_IndScore,Form1-2_IndRank,Form1-2_IndDec,Form1-2_OutScore,Form1-2_OutRank,Form1-2_OutDec,Form1-2_TotPop,Form1-2_DepChi,Form1-2_Pop16_59,Form1-2_Pop60_,Form1-2_WorkPop,Form1-2_Shape__Area,Form1-2_Shape__Length
"3348",E01003511,Newham 036A,,"540263","181466",51.514699999999998,0.020030000000000,6e460906-cb2e-4cae-9ba7-d09c38909208,E01003511,UN1,Urban: Nearer to a major town or city,Urban,1761.598314329999766,91744.285583496108302,1761.598314330172116,e6c80b88-420b-4b92-84cd-58fb893d0c22,"3448",Newham 036A,Newham 036A,91272.17762,1645.406911,"5790","2",Newham 036A,E09000025,Newham,35.284,"5790","2",0.198,"6778","3",0.107,"11500","4",26.675,"9988","4",0.641,"7492","3",0.916,"4251","2",49.844,"341",true,21.39,"14270","5",0.232,"7996","3",0.326,"3711","2",-0.041,"16744","6",0.414,"5909","2",-0.916,"29113","9",6.749,"62",true,-1.078,"29594","10",1.38,"2081","1","1613","442","1009","162",972.5,235393.9278,2642.541736
"32247",E01034208,Newham 034J,,"539829","181423",51.514400000000002,0.013763000000000,1f016b59-25bf-4708-99e2-b1fe8e3a88bd,E01034208,UN1,Urban: Nearer to a major town or city,Urban,2245.030162080000082,149959.894470214843750,2245.030162075347107,b4f29b5f-10bd-495e-8c16-1c49de935ce8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3349",E01003512,Newham 036B,,"541060","181376",51.513700000000000,0.031472000000000,947436bc-c85d-4e5a-942d-a14a88d0cbf2,E01003512,UN1,Urban: Nearer to a major town or city,Urban,3407.782888480000111,129007.533859252929688,3407.782888484356135,1f5a6148-82c7-467a-b130-cd2227b7fa21,"3449",Newham 036B,Newham 036B,130390.4692,3152.55616,"5783","2",Newham 036B,E09000025,Newham,35.298,"5783","2",0.201,"6628","3",0.123,"9316","3",24.936,"10865","4",0.348,"11005","4",0.948,"3947","2",48.458,"517",true,26.344,"10961","4",0.261,"6295","2",0.369,"2589","1",-0.228,"19861","7",0.416,"5811","2",-0.59,"25384","8",6.282,"205",true,-0.126,"18457","6",1.209,"2895","1","1951","420","1281","250",1269.25,336252.4496,5060.172717
"3351",E01003514,Newham 036C,,"541514","181242",51.512400000000000,0.037957000000000,a81fa2be-74da-45a2-8997-0af1380996a2,E01003514,UN1,Urban: Nearer to a major town or city,Urban,2865.861701979999907,177852.458374023437500,2865.861701977628854,2dbe992e-6a1e-418c-be95-0720d568dfbe,"3451",Newham 036C,Newham 036C,176888.0025,2698.285227,"5315","2",Newham 036C,E09000025,Newham,36.673,"5315","2",0.198,"6791","3",0.155,"6159","2",24.058,"11314","4",0.59,"8064","3",0.314,"11721","4",55.12,"65",true,21.443,"14230","5",0.196,"10354","4",0.319,"3967","2",-0.324,"21315","7",0.415,"5856","2",0.009,"15517","5",6.467,"146",true,-1.018,"29184","9",1.37,"2133","1","1604","416","1028","160",1020.5,456136.0886,4330.975838
"3353",E01003516,Newham 032C,,"541339","181704",51.516599999999997,0.035622000000000,a4ecf1b3-4c8d-41c4-be68-6d50f770cb23,E01003516,UN1,Urban: Nearer to a major town or city,Urban,2508.148677029999817,134899.757431030273438,2508.148677028598286,d26f0b5e-691a-4718-9220-ed43d88e2912,"3453",Newham 032C,Newham 032C,135691.2274,2462.792378,"4284","2",Newham 032C,E09000025,Newham,39.917,"4284","2",0.25,"4038","2",0.159,"5753","2",27.052,"9799","3",0.48,"9325","3",0.323,"11598","4",51.721,"166",true,28.578,"9621","3",0.283,"5154","2",0.487,"744","1",0.06,"15064","5",0.407,"6370","2",-0.343,"21613","7",6.512,"130",true,-0.374,"22193","7",1.602,"1302","1","1909","494","1211","204",1196.5,349968.4611,3955.109433
"3355",E01003518,Newham 032D,,"541604","181531",51.515000000000001,0.039369000000000,bcfb09e6-45ca-47b1-abb3-ca322e3daca0,E01003518,UN1,Urban: Nearer to a major town or city,Urban,2768.300413240000125,180621.098381042480469,2768.300413241525803,2132c12b-7000-4dd6-8f4d-e4a9389fc262,"3455",Newham 032D,Newham 032D,179985.6336,2780.456087,"12298","4",Newham 032D,E09000025,Newham,22.636,"12298","4",0.118,"13950","5",0.071,"18577","6",14.172,"18009","6",-0.334,"21180","7",0.004,"16609","6",55.575,"54",true,21.309,"14325","5",0.165,"12690","4",0.173,"12004","4",-0.458,"23318","8",0.326,"13166","5",0.48,"8248","3",5.484,"587",true,-0.922,"28385","9",1.323,"2325","1","1671","390","1124","157",1122.75,464196.8163,4465.870325
"3356",E01003519,Newham 032E,,"541249","181495",51.514699999999998,0.034242000000000,eeba4e91-2fc3-45f2-8b8d-721cb697e918,E01003519,UN1,Urban: Nearer to a major town or city,Urban,1333.974876100000074,62241.234321594238281,1333.974876095852778,4a5f40f8-dc33-4e38-b6f5-02d638b50b55,"3456",Newham 032E,Newham 032E,62522.66675,1309.792153,"8298","3",Newham 032E,E09000025,Newham,29.409,"8298","3",0.163,"9400","3",0.096,"13173","5",24.268,"11201","4",0.146,"13783","5",0.158,"14196","5",52.351,"134",true,24.425,"12144","4",0.221,"8688","3",0.346,"3127","1",-0.024,"16491","6",0.389,"7502","3",-0.152,"18386","6",6.324,"191",true,-0.261,"20535","7",1.182,"3036","1","1618","343","1103","172",1092.5,161243.6553,2103.401238
"3331",E01003490,Newham 019C,,"541886","183488",51.532499999999999,0.044217000000000,233c0330-5f24-43aa-b485-02583ca87179,E01003490,UN1,Urban: Nearer to a major town or city,Urban,2092.727150019999954,100644.367897033691406,2092.727150017272834,0b74ea16-92ec-48a8-96e5-038a1befbc80,"3429",Newham 019C,Newham 019C,100829.0112,1983.466431,"7543","3",Newham 019C,E09000025,Newham,31.017,"7543","3",0.212,"5991","2",0.093,"13702","5",23.332,"11710","4",-0.068,"17065","6",0.29,"12079","4",49.789,"350",true,30.586,"8468","3",0.245,"7212","3",0.407,"1744","1",-0.104,"17812","6",0.389,"7551","3",-1.331,"31602","10",6.921,"26",true,0.059,"15536","5",1.342,"2246","1","1945","511","1285","149",1257.75,260252.9365,3187.555291
"3357",E01003520,Newham 018A,,"542150","184069",51.537599999999998,0.048255000000000,34619c5f-2560-4577-a9a9-08d8c8b1e6fe,E01003520,UN1,Urban: Nearer to a major town or city,Urban,2441.052701860000070,130230.620353698730469,2441.052701859920035,ce9ca3eb-947a-41ac-bcaf-f21e36762a57,"3457",Newham 018A,Newham 018A,132822.7597,2350.416948,"9784","3",Newham 018A,E09000025,Newham,26.667,"9784","3",0.147,"10740","4",0.068,"19217","6",15.055,"17314","6",-0.562,"24204","8",1.075,"2963","1",50.015,"316",true,27.189,"10427","4",0.144,"14636","5",0.392,"2033","1",-0.269,"20507","7",0.319,"13852","5",-0.846,"28441","9",6.742,"66",true,-0.473,"23547","8",1.563,"1418","1","2173","455","1479","239",1483,342883.4523,3775.990014
"3358",E01003521,Newham 018B,,"542572","183804",51.535100000000000,0.054228000000000,3dc86957-72a5-4ad6-9357-fd58fcf6dfa1,E01003521,UN1,Urban: Nearer to a major town or city,Urban,2207.138077340000109,136301.082344055175781,2207.138077336313927,d66ff8b7-7144-4591-82e9-360496fbcef9,"3458",Newham 018B,Newham 018B,134690.4688,2064.94854,"8772","3",Newham 018B,E09000025,Newham,28.488,"8772","3",0.1,"16257","5",0.051,"24531","8",13.164,"18898","6",-0.505,"23476","8",1.053,"3128","1",50.999,"217",true,61.302,"568","1",0.12,"17099","6",0.31,"4320","2",-0.18,"19074","6",0.286,"17641","6",-1.028,"30006","10",7.527,"2",true,1.111,"3041","1",1.882,"601","1","2537","521","1786","230",1793,347668.7501,3317.650751
"3359",E01003522,Newham 018C,,"542194","183847",51.535600000000002,0.048799000000000,a49ea6bd-bd30-4b61-a1ae-4f787fa044db,E01003522,UN1,Urban: Nearer to a major town or city,Urban,1321.228794639999933,78206.318344116210938,1321.228794637599322,b2890606-2133-4660-84c4-a2b46a7ecc3a,"3459",Newham 018C,Newham 018C,77153.17624,1217.95212,"7371","3",Newham 018C,E09000025,Newham,31.365,"7371","3",0.183,"7793","3",0.083,"15692","5",17.49,"15473","5",0.021,"15681","5",0.387,"10646","4",55.523,"56",true,41.69,"3745","2",0.22,"8734","3",0.391,"2055","1",-0.047,"16844","6",0.322,"13577","5",-0.057,"16661","6",6.646,"89",true,0.665,"7152","3",1.317,"2358","1","1941","494","1243","204",1216,199152.6852,1956.906989
"3361",E01003524,Newham 019D,,"542046","183617",51.533600000000000,0.046574000000000,93b53e4c-8af2-455e-b638-8902b8d55002,E01003524,UN1,Urban: Nearer to a major town or city,Urban,1728.325196479999931,88078.383178710937500,1728.325196484730895,060daa81-dc96-42d7-bbcf-73c12405b688,"3461",Newham 019D,Newham 019D,88475.38594,1616.66789,"8734","3",Newham 019D,E09000025,Newham,28.552,"8734","3",0.147,"10805","4",0.087,"14783","5",22.598,"12181","4",-0.655,"25405","8",0.094,"15222","5",49.397,"406",true,49.404,"2010","1",0.162,"12955","4",0.309,"4337","2",-0.118,"18044","6",0.383,"7970","3",-1.403,"31861","10",6.879,"38",true,0.805,"5634","2",1.647,"1164","1","2258","559","1475","224",1452.25,228354.8043,2597.368857
"3362",E01003525,Newham 018D,,"542343","183605",51.533400000000000,0.050849000000000,55da863c-be9c-4540-9269-e061c13be263,E01003525,UN1,Urban: Nearer to a major town or city,Urban,2312.062608480000108,129160.348594665527344,2312.062608483649001,70711478-8da8-4513-9be1-79610ae346c2,"3462",Newham 018D,Newham 018D,129302.2818,2200.470851,"7708","3",Newham 018D,E09000025,Newham,30.664,"7708","3",0.149,"10617","4",0.061,"21237","7",17.133,"15716","5",-0.815,"27165","9",1.282,"1828","1",50.507,"264",true,51.26,"1704","1",0.191,"10712","4",0.365,"2666","1",-0.056,"17004","6",0.319,"13887","5",-0.901,"28953","9",6.89,"37",true,0.797,"5724","2",1.798,"785","1","2167","475","1475","217",1463.5,333719.9286,3534.831883
"3363",E01003526,Newham 018E,,"542440","183342",51.530999999999999,0.052140000000000,bab6e75f-95c2-4746-89da-54a6d70f9aca,E01003526,UN1,Urban: Nearer to a major town or city,Urban,2091.463336369999979,107078.694389343261719,2091.463336369576609,bd8a7869-c5ed-4455-b800-174207bfc68c,"3463",Newham 018E,Newham 018E,107246.2263,1969.098019,"7996","3",Newham 018E,E09000025,Newham,30.073,"7996","3",0.168,"8969","3",0.094,"13650","5",17.289,"15608","5",0.073,"14905","5",0.329,"11503","4",51.547,"173",true,36.339,"5657","2",0.174,"11967","4",0.416,"1587","1",-0.18,"19080","6",0.335,"12191","4",-0.671,"26470","9",6.893,"36",true,0.251,"12584","4",1.547,"1472","1","1951","466","1277","208",1237.5,276778.9557,3162.900023
"3360",E01003523,Newham 024A,,"542718","183164",51.529400000000003,0.056073000000000,f392b6fe-68f4-492c-977f-459db106825e,E01003523,UN1,Urban: Nearer to a major town or city,Urban,2776.292390420000174,205482.593406677246094,2776.292390424037421,30f9a0ab-8c50-4dfb-927b-926594019b5e,"3460",Newham 024A,Newham 024A,206376.9682,2683.456995,"7292","3",Newham 024A,E09000025,Newham,31.507,"7292","3",0.183,"7801","3",0.108,"11360","4",17.82,"15259","5",0.12,"14189","5",0.532,"8650","3",50.47,"269",true,31.777,"7843","3",0.196,"10348","4",0.376,"2411","1",-0.107,"17861","6",0.333,"12424","4",-0.798,"27952","9",6.788,"55",true,-0.15,"18845","6",1.654,"1142","1","2073","467","1337","269",1312,532610.5563,4311.854813
"3379",E01003542,Newham 024D,,"542955","182907",51.527000000000001,0.059383000000000,9dada3ff-cd1c-4a20-ad30-05bd18e6ec86,E01003542,UN1,Urban: Nearer to a major town or city,Urban,2538.004715430000033,134232.768577575683594,2538.004715432985449,9e3b58bf-bfdd-4b08-ae25-04a1d8955651,"3479",Newham 024D,Newham 024D,135058.074,2333.423223,"6748","3",Newham 024D,E09000025,Newham,32.819,"6748","3",0.21,"6064","2",0.125,"9129","3",21.596,"12801","4",0.183,"13300","5",0.367,"10926","4",47.117,"686",true,29.95,"8843","3",0.218,"8873","3",0.419,"1538","1",-0.474,"23542","8",0.403,"6633","3",-1.474,"32060","10",6.484,"137",true,-0.141,"18682","6",1.507,"1599","1","2060","563","1274","223",1226.75,348499.0576,3748.187772
"3365",E01003528,Newham 005A,,"542962","184844",51.544400000000003,0.060269000000000,4e5cd327-9295-4026-84c7-1aeeaf70aecf,E01003528,UN1,Urban: Nearer to a major town or city,Urban,1965.712803489999942,79663.282897949218750,1965.712803489265298,aeed9571-ea5c-4bee-a640-1094b49016cc,"3465",Newham 005A,Newham 005A,85361.8781,1904.969352,"7853","3",Newham 005A,E09000025,Newham,30.372,"7853","3",0.212,"5983","2",0.115,"10283","4",19.974,"13776","5",-0.293,"20546","7",-0.142,"18759","6",55.136,"63",true,21.134,"14457","5",0.226,"8331","3",0.48,"793","1",-0.463,"23383","8",0.386,"7757","3",-0.129,"17955","6",6.729,"69",true,-0.552,"24551","8",1.131,"3320","2","1481","449","858","174",844.25,220432.8683,3060.3654
"3366",E01003529,Newham 010A,,"542389","184738",51.543599999999998,0.051969000000000,14922776-c369-40be-bff7-746a64787f4b,E01003529,UN1,Urban: Nearer to a major town or city,Urban,2070.172669009999936,117871.145088195800781,2070.172669011999460,8e1e424c-30b4-41ca-b230-82b58e52aa10,"3466",Newham 010A,Newham 010A,117271.3051,1965.179547,"11784","4",Newham 010A,E09000025,Newham,23.37,"11784","4",0.149,"10573","4",0.067,"19467","6",14.846,"17463","6",-0.669,"25575","8",-0.149,"18878","6",50.354,"280",true,31.17,"8168","3",0.145,"14532","5",0.409,"1688","1",-0.968,"29127","9",0.36,"9872","4",-0.797,"27946","9",6.758,"60",true,0.186,"13522","5",1.222,"2817","1","2461","486","1666","309",1682,302816.6633,3157.351281
"3367",E01003530,Newham 010B,,"542756","184705",51.543199999999999,0.057244000000000,72baffb8-0cca-457f-952c-48f8611f9c6d,E01003530,UN1,Urban: Nearer to a major town or city,Urban,1615.823317379999935,120731.165359497070312,1615.823317383478980,853e3885-201a-4461-a24a-b8f972c9541f,"3467",Newham 010B,Newham 010B,119055.5132,1543.750796,"12818","4",Newham 010B,E09000025,Newham,21.945,"12818","4",0.142,"11285","4",0.07,"18667","6",13.855,"18288","6",-0.558,"24153","8",-0.099,"18119","6",48.698,"483",true,23.696,"12637","4",0.155,"13634","5",0.391,"2070","1",-0.788,"27497","9",0.343,"11455","4",-0.761,"27540","9",6.472,"144",true,-0.372,"22167","7",1.217,"2851","1","1842","394","1236","212",1226.75,307419.0233,2481.343118
"3369",E01003532,Newham 010D,,"542506","184504",51.541499999999999,0.053560000000000,648e0129-436c-4231-a9a4-92dc7b45d9db,E01003532,UN1,Urban: Nearer to a major town or city,Urban,1746.925608660000080,111865.954452514648438,1746.925608663367939,41211f9c-9592-47f5-8d42-8414c122cd0f,"3469",Newham 010D,Newham 010D,111116.2381,1631.117101,"10613","4",Newham 010D,E09000025,Newham,25.259,"10613","4",0.152,"10320","4",0.069,"18965","6",11.321,"20596","7",-0.555,"24131","8",0.546,"8449","3",46.08,"876",true,42.094,"3635","2",0.136,"15390","5",0.387,"2160","1",-0.599,"25230","8",0.303,"15693","5",-1.537,"32189","10",6.336,"188",true,0.571,"8309","3",1.518,"1561","1","2084","439","1379","266",1369.75,286893.8273,2621.065963
"3371",E01003534,Newham 010E,,"542433","185053",51.546399999999998,0.052730000000000,4a9aacf2-f8e4-475d-81aa-28b7fce7474e,E01003534,UN1,Urban: Nearer to a major town or city,Urban,1817.606304839999893,137215.338546752929688,1817.606304841596057,3d8808ec-2170-4ff3-b98d-64ccda7f9f29,"3471",Newham 010E,Newham 010E,137843.3765,1758.247803,"10661","4",Newham 010E,E09000025,Newham,25.169,"10661","4",0.146,"10825","4",0.076,"17239","6",19.488,"14091","5",-0.558,"24160","8",-0.078,"17808","6",49.546,"383",true,35.745,"5922","2",0.152,"13891","5",0.284,"5307","2",-0.384,"22230","7",0.376,"8545","3",-1.176,"30909","10",6.828,"46",true,0.396,"10592","4",1.299,"2435","1","2412","580","1573","259",1562.75,355978.4046,2825.122158
"3454",E01003625,Newham 015A,,"543141","184552",51.541699999999999,0.062730000000000,78839971-a2bc-47e5-b1c0-a57152cdeaae,E01003625,UN1,Urban: Nearer to a major town or city,Urban,3640.301712699999825,318912.892311096191406,3640.301712701279030,66f3c9f3-126f-4b23-a5f5-0410737b3645,"3572",Newham 015A,Newham 015A,316455.879,3524.089235,"8697","3",Newham 015A,E09000025,Newham,28.623,"8697","3",0.14,"11454","4",0.082,"15927","5",17.968,"15152","5",-0.289,"20492","7",0.48,"9343","3",56.762,"35",true,39.197,"4547","2",0.14,"14926","5",0.358,"2844","1",-0.369,"21971","7",0.359,"9932","4",0.045,"14885","5",6.645,"90",true,0.25,"12590","4",1.756,"879","1","1787","473","1162","152",1155.75,817064.4452,5661.346114
"3455",E01003626,Newham 015B,,"542883","184414",51.540599999999998,0.058957000000000,6ab54e70-1e33-4636-ba0b-df30e87d6c94,E01003626,UN1,Urban: Nearer to a major town or city,Urban,1617.975950900000043,102569.735649108886719,1617.975950895091728,d2ef0082-ac7b-48ca-8414-f2070156f80e,"3573",Newham 015B,Newham 015B,101648.5961,1568.72147,"11413","4",Newham 015B,E09000025,Newham,23.921,"11413","4",0.111,"14855","5",0.072,"18345","6",10.116,"21708","7",0.005,"15934","5",0.111,"14963","5",50.494,"265",true,35.721,"5933","2",0.121,"16897","6",0.244,"7239","3",-0.646,"25861","8",0.29,"17045","6",-0.375,"22121","7",6.369,"179",true,0.526,"8842","3",1.075,"3631","2","1575","373","1020","182",1020.75,262439.7403,2519.411108
"3368",E01003531,Newham 010C,,"542070","184413",51.540700000000001,0.047241000000000,c0882768-10c7-45af-bb93-d65624ff3fb2,E01003531,UN1,Urban: Nearer to a major town or city,Urban,2412.356331590000082,222401.034652709931834,2412.356331586372562,25491db0-7a31-4a60-83cd-b4481b5aecb6,"3468",Newham 010C,Newham 010C,223966.1233,2267.561836,"8410","3",Newham 010C,E09000025,Newham,29.192,"8410","3",0.183,"7802","3",0.086,"15096","5",14.232,"17961","6",-0.307,"20759","7",0.808,"5326","2",49.383,"408",true,32.977,"7214","3",0.18,"11509","4",0.404,"1795","1",-0.805,"27675","9",0.347,"10999","4",-1.534,"32178","10",6.897,"34",true,0.101,"14882","5",1.479,"1700","1","2166","471","1421","274",1420.25,578244.8233,3643.731189
"3456",E01003627,Newham 015C,,"542891","184141",51.538100000000000,0.058961000000000,72bf218b-2198-4ce5-9633-cebf0f261a66,E01003627,UN1,Urban: Nearer to a major town or city,Urban,1673.364414619999934,76271.981742858872167,1673.364414618431965,7e539ab7-9d54-46e9-a645-97977d618793,"3574",Newham 015C,Newham 015C,76799.66472,1594.56052,"8805","3",Newham 015C,E09000025,Newham,28.43,"8805","3",0.193,"7119","3",0.087,"14862","5",18.591,"14705","5",0.161,"13600","5",0.11,"14980","5",46.657,"785",true,30.996,"8254","3",0.166,"12667","4",0.473,"853","1",-0.345,"21641","7",0.364,"9532","3",-1.311,"31523","10",6.381,"170",true,0.299,"11885","4",1.045,"3833","2","1555","329","1045","181",1031,198264.1941,2561.432712
"3412",E01003575,Newham 005B,,"542792","185153",51.547199999999997,0.057945000000000,83ee8c77-d264-4ac1-83f3-741e57201a3a,E01003575,UN1,Urban: Nearer to a major town or city,Urban,2284.177570299999843,147304.519958496093750,2284.177570296352769,604ac64f-6837-4e84-b56d-ec05fde298a4,"3513",Newham 005B,Newham 005B,146550.9229,2240.054867,"8100","3",Newham 005B,E09000025,Newham,29.833,"8100","3",0.195,"6952","3",0.113,"10617","4",26.712,"9966","4",-0.43,"22512","7",0.299,"11936","4",47.077,"696",true,25.562,"11436","4",0.178,"11652","4",0.369,"2578","1",-0.117,"18016","6",0.422,"5453","2",-1.133,"30689","10",6.414,"164",true,-0.01,"16628","6",1.005,"4084","2","1759","538","1039","182",1018.75,378482.9271,3598.436041
"3416",E01003579,Newham 004A,,"542654","185397",51.549399999999999,0.056055000000000,16f830a0-1187-4975-bac4-911c3a816dac,E01003579,UN1,Urban: Nearer to a major town or city,Urban,1968.638220779999983,98302.289421081542969,1968.638220775259924,f2993794-c54e-4133-aa59-0040a201d958,"3517",Newham 004A,Newham 004A,97402.33061,1870.033153,"8778","3",Newham 004A,E09000025,Newham,28.483,"8778","3",0.15,"10513","4",0.092,"13998","5",29.379,"8833","3",-0.106,"17660","6",0.073,"15529","5",46.943,"723",true,37.294,"5267","2",0.12,"17021","6",0.393,"2024","1",-0.005,"16178","5",0.435,"4752","2",-1.343,"31650","10",6.439,"153",true,0.582,"8153","3",1.111,"3430","2","2049","534","1317","198",1281.25,251578.5624,3005.975442
"3422",E01003585,Newham 004B,,"542396","185452",51.549999999999997,0.052359000000000,fcdada16-a317-4b27-9405-b9de987cc641,E01003585,UN1,Urban: Nearer to a major town or city,Urban,1580.553693040000098,72930.124916076660156,1580.553693037008543,31c6e857-bc41-4c8a-8def-fbce31c2b15d,"3537",Newham 004B,Newham 004B,73405.98516,1511.690062,"9049","3",Newham 004B,E09000025,Newham,27.968,"9049","3",0.156,"9991","4",0.078,"16672","6",25.001,"10826","4",-0.047,"16734","6",0.236,"12929","4",51.321,"189",true,29.037,"9360","3",0.13,"16076","5",0.412,"1647","1",-0.386,"22260","7",0.428,"5120","2",-0.41,"22682","7",6.529,"123",true,0.065,"15446","5",1.212,"2882","1","1733","455","1073","205",1061.75,189597.4512,2430.181967
"3424",E01003587,Newham 004C,,"542073","185263",51.548400000000001,0.047627000000000,a2c52491-da2c-4ec2-910d-c41fc727dac4,E01003587,UN1,Urban: Nearer to a major town or city,Urban,3325.452334409999821,161177.650039672851562,3325.452334407673789,8354c0a6-ecdc-48f0-adc6-f923c0b93fca,"3539",Newham 004C,Newham 004C,161431.04,3218.174526,"9006","3",Newham 004C,E09000025,Newham,28.048,"9006","3",0.192,"7185","3",0.095,"13459","5",15.868,"16689","6",-0.308,"20770","7",0.383,"10694","4",49.972,"327",true,23.644,"12674","4",0.187,"10999","4",0.553,"344","1",-0.186,"19172","6",0.32,"13783","5",-1.31,"31516","10",6.961,"20",true,-0.639,"25635","8",1.386,"2053","1","2604","695","1677","232",1634.75,416931.56,5171.440094
"3425",E01003588,Newham 011D,,"541794","184904",51.545200000000001,0.043461000000000,c6e0b592-b250-40b8-926c-52d0f925bca5,E01003588,UN1,Urban: Nearer to a major town or city,Urban,1762.341287049999892,74496.913948059067479,1762.341287049381435,5e06d427-5f73-46db-bb73-0d90e7e9ad73,"3540",Newham 011D,Newham 011D,74302.77651,1721.567493,"8411","3",Newham 011D,E09000025,Newham,29.189,"8411","3",0.183,"7842","3",0.094,"13610","5",19.016,"14388","5",0.017,"15745","5",-0.013,"16889","6",51.46,"178",true,30.488,"8523","3",0.179,"11567","4",0.44,"1220","1",-0.398,"22458","7",0.373,"8828","3",-0.638,"26048","8",6.827,"47",true,0.047,"15704","5",1.348,"2224","1","1851","479","1190","182",1165,191878.411,2765.378116
"3426",E01003589,Newham 011E,,"541975","184764",51.543900000000001,0.046013000000000,f06d9cee-ec5a-4fcb-ae4d-c57c8c315276,E01003589,UN1,Urban: Nearer to a major town or city,Urban,1620.094893859999956,137437.008094787597656,1620.094893855375403,2f037a78-6d2f-4dff-b81b-c13d6f93496c,"3541",Newham 011E,Newham 011E,135300.2131,1578.976564,"9696","3",Newham 011E,E09000025,Newham,26.805,"9696","3",0.165,"9187","3",0.074,"17714","6",19.662,"13973","5",-0.074,"17164","6",0.228,"13078","4",50.361,"279",true,28.085,"9903","4",0.18,"11501","4",0.44,"1225","1",-0.294,"20874","7",0.371,"8973","3",-0.612,"25687","8",6.597,"102",true,-0.001,"16481","6",1.213,"2875","1","1965","504","1288","173",1274.5,349373.8514,2536.428252
"3388",E01003551,Newham 009A,,"540065","184741",51.544199999999996,0.018480000000000,8d2a7ad6-6d56-42a5-b498-8915408e38f3,E01003551,UN1,Urban: Nearer to a major town or city,Urban,1717.306900490000089,95354.013122558593750,1717.306900492012574,80d4bad3-faa6-4e3d-ac9d-a3334ec4623a,"3488",Newham 009A,Newham 009A,94997.70215,1579.695391,"5894","2",Newham 009A,E09000025,Newham,34.983,"5894","2",0.173,"8576","3",0.118,"9979","4",10.929,"20965","7",0.881,"5214","2",0.688,"6637","3",52.534,"126",true,33.738,"6832","3",0.232,"7941","3",0.354,"2925","1",-0.535,"24415","8",0.293,"16799","6",-0.392,"22393","7",6.698,"74",true,0.325,"11547","4",1.243,"2722","1","1915","372","1361","182",1345.25,245308.0057,2538.8977
"3389",E01003552,Newham 016A,,"540201","184627",51.543100000000003,0.020394000000000,ae3a4f89-716e-4871-9178-ca10648e2c3b,E01003552,UN1,Urban: Nearer to a major town or city,Urban,1957.519893950000096,106435.435150146484375,1957.519893950882079,4f7f77d1-ab96-497f-a14e-92139ce21001,"3489",Newham 016A,Newham 016A,108060.1773,1785.022293,"8113","3",Newham 016A,E09000025,Newham,29.808,"8113","3",0.175,"8444","3",0.112,"10770","4",16.287,"16340","5",-0.134,"18130","6",0.301,"11917","4",47.853,"585",true,37.465,"5187","2",0.156,"13533","5",0.466,"912","1",-0.066,"17186","6",0.311,"14820","5",-1.099,"30481","10",6.515,"129",true,0.508,"9075","3",1.259,"2648","1","1736","404","1148","184",1128.5,279019.5434,2868.339812
"3390",E01003553,Newham 009B,,"539694","184821",51.545000000000002,0.013165000000000,be551d7d-c3b1-4e97-880e-dcce7bcbc766,E01003553,UN1,Urban: Nearer to a major town or city,Urban,1900.108169240000052,104076.376655578613281,1900.108169243565271,5d4fadf8-42ac-4a46-a6e2-01511cd5988f,"3490",Newham 009B,Newham 009B,103837.3841,1702.72245,"5596","2",Newham 009B,E09000025,Newham,35.838,"5596","2",0.231,"4955","2",0.131,"8366","3",12.39,"19584","6",0.498,"9121","3",0.772,"5713","2",46.691,"776",true,34.468,"6483","2",0.289,"4894","2",0.405,"1774","1",-0.636,"25742","8",0.318,"13975","5",-0.698,"26797","9",6.107,"272",true,0.248,"12617","4",1.401,"1985","1","1901","425","1309","167",1284.75,268141.0606,2736.743431
