FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,LSOA21CD_1,RUC21CD,RUC21NM,Urban_rura,Shape_Leng,Shape__Are,Shape__Len,GlobalID_2,NormIMD,Tran_Dis,Tran_Dist,Form3_LSOA name (2011),Form3_Local Authority District name (2019),Form3_No Car or vans in household(%)
"3400",E01003563,Newham 011C,,"541583","184562",51.542200000000001,0.040283000000000,ce7704c7-7a42-4df5-8d2e-e152e11d008a,E01003563,UN1,Urban: Nearer to a major town or city,Urban,1413.378817949999984,91063.650650024414062,1413.378817947626658,d7b6e544-4093-4dcf-a727-5edcec4ab06b,0.47,0.00,0.00,Newham 011C,Newham,40.9
"3423",E01003586,Newham 003C,,"541649","185146",51.547400000000003,0.041469000000000,8708ad30-d2c3-4dc7-807e-d71944fdce63,E01003586,UN1,Urban: Nearer to a major town or city,Urban,2054.965174380000008,149160.449157714843750,2054.965174383263729,9479af40-b020-447a-8265-e5aeb3f2b43c,0.54,0.00,0.00,Newham 003C,Newham,45.7
"3370",E01003533,Newham 011A,,"541735","184264",51.539499999999997,0.042354000000000,88548508-ee95-4fbf-a337-9dc854e19183,E01003533,UN1,Urban: Nearer to a major town or city,Urban,1946.087910590000092,114452.159980773925781,1946.087910594957748,0354ec34-d982-4f9f-af43-8b038d12d34e,0.48,0.00,0.00,Newham 011A,Newham,40.9
"3401",E01003564,Newham 014B,,"541277","184340",51.540300000000002,0.035785000000000,74d7b30d-b0f8-430a-83ad-5892e35ce667,E01003564,UN1,Urban: Nearer to a major town or city,Urban,1925.478241669999761,108723.587364196777344,1925.478241672156855,8d7248fe-94a1-4d2e-8e6f-1af2ab3d1adf,0.48,0.00,0.00,Newham 014B,Newham,48.3
"3402",E01003565,Newham 014C,,"541607","184076",51.537799999999997,0.040434000000000,ad01c6cc-e659-4dc6-881d-0a9ceab888a0,E01003565,UN1,Urban: Nearer to a major town or city,Urban,1316.243412860000035,90240.864501953125000,1316.243412863352887,bd027597-e86e-4557-82a4-4ff8b2fa1e33,0.42,0.00,0.00,Newham 014C,Newham,48.3
"3392",E01003555,Newham 007B,,"541054","185293",51.548900000000003,0.032953000000000,298c6b23-31f3-42d0-abcb-e29b4d033fbc,E01003555,UN1,Urban: Nearer to a major town or city,Urban,2161.662426639999921,168528.262489318847656,2161.662426641882121,b539db9e-6f4f-47ab-9b79-78339a2b35bf,0.43,0.00,0.00,Newham 007B,Newham,41.1
"3393",E01003556,Newham 008A,,"540576","185184",51.548000000000002,0.026020000000000,086cd3cd-60bd-4cc6-8158-f91d08248aa4,E01003556,UN1,Urban: Nearer to a major town or city,Urban,2115.949435510000058,138028.768836975097656,2115.949435510776311,6edacfbd-a067-4e0e-b33e-a03351de8448,0.86,0.00,0.00,Newham 008A,Newham,51.2
"3404",E01003567,Newham 007D,,"541122","184960",51.545900000000003,0.033800000000000,5106b813-e351-4f80-896b-ec23750ecc4e,E01003567,UN1,Urban: Nearer to a major town or city,Urban,1663.375086109999984,98159.679573059082031,1663.375086112078634,0033574b-bb8f-49a6-865d-77a21458cf75,0.60,0.00,0.00,Newham 007D,Newham,41.1
"3407",E01003570,Newham 008C,,"540807","184874",51.545200000000001,0.029226000000000,2508a3df-4aa3-4c37-83f6-cfe1293f6bdc,E01003570,UN1,Urban: Nearer to a major town or city,Urban,1818.724732579999909,102583.020652770996094,1818.724732581281387,b3b2c28f-a606-4b8b-972d-7e3951dd5a19,0.58,0.00,0.00,Newham 008C,Newham,51.2
"3408",E01003571,Newham 008D,,"540839","184672",51.543399999999998,0.029606000000000,703e5e8d-cb50-419e-a30b-ac76bc11dcca,E01003571,UN1,Urban: Nearer to a major town or city,Urban,1991.708032239999966,105063.866493225097656,1991.708032244303695,4b550e0c-47e1-4102-a086-07d4174cf376,0.49,0.00,0.00,Newham 008D,Newham,51.2
"3411",E01003574,Newham 017D,,"540584","184186",51.539099999999998,0.025737000000000,af0b43c0-cbbf-4baa-b7f0-df976c46a9e9,E01003574,UN1,Urban: Nearer to a major town or city,Urban,2635.604573810000602,189281.559257507324219,2635.604573806536337,cf8be3fb-329f-4f90-94c9-d75a9b3b9121,0.52,0.00,0.00,Newham 017D,Newham,47.2
"3429",E01003592,Newham 022B,,"540602","183403",51.531999999999996,0.025685000000000,4a083700-9fb1-40dc-b866-1ad9a4a0cb9c,E01003592,UN1,Urban: Nearer to a major town or city,Urban,2228.972335160000057,146191.579216003417969,2228.972335161539831,c80d3fe6-e9d7-4742-be19-82a773a7b571,0.66,0.00,0.00,Newham 022B,Newham,52.7
"3433",E01003596,Newham 016B,,"540174","183795",51.535699999999999,0.019674000000000,b21f1e68-b2bf-4bde-ae7b-d964237908e0,E01003596,UN1,Urban: Nearer to a major town or city,Urban,2620.810811849999936,111756.022972106933594,2620.810811851177277,0890506f-3cd6-47f4-b2f8-1ae57cd3238c,0.42,0.00,0.00,Newham 016B,Newham,47.7
"3434",E01003597,Newham 016C,,"540535","183731",51.534999999999997,0.024850000000000,778562db-4f0d-4026-b405-aff962e0d66d,E01003597,UN1,Urban: Nearer to a major town or city,Urban,1719.336136679999981,89695.704612731933594,1719.336136675274929,06e3c6d9-2269-4c75-b6a0-5b9bffbc29e0,0.43,0.00,0.00,Newham 016C,Newham,47.7
"3410",E01003573,Newham 017C,,"540979","184338",51.540300000000002,0.031490000000000,0c4f5589-0b37-49a0-8ec9-5b5d958ce6f9,E01003573,UN1,Urban: Nearer to a major town or city,Urban,1929.547385619999886,99558.645744323730469,1929.547385616796646,48cdf8b2-5d51-4872-aaed-d50cbf89d35a,0.47,0.00,0.00,Newham 017C,Newham,47.2
"3409",E01003572,Newham 008E,,"540555","184464",51.541600000000003,0.025431000000000,048cd9b6-4863-4271-980b-e9bd517a6293,E01003572,UN1,Urban: Nearer to a major town or city,Urban,1662.724722969999902,93765.977943420410156,1662.724722969565619,151d8916-b96a-4ef8-882a-81b4d36f38c1,0.49,0.00,0.00,Newham 008E,Newham,51.2
"3413",E01003576,Newham 002A,,"542934","185981",51.554600000000001,0.060327000000000,197dd817-dba0-4955-a9c0-080f12cb4f6a,E01003576,UN1,Urban: Nearer to a major town or city,Urban,3099.615086530000099,149613.347656250000000,3099.615086533335216,c9258644-2315-4f6e-bfbd-2f467447fd8b,0.75,0.00,0.00,Newham 002A,Newham,47.3
"3415",E01003578,Newham 003A,,"542324","186274",51.557400000000001,0.051653000000000,261f8f22-4ea4-4e9d-a72d-90f8850c02ac,E01003578,UN1,Urban: Nearer to a major town or city,Urban,4989.852426360000209,828028.200462341425009,4989.852426355510943,b3eedf6d-8db9-4268-94e1-b5e17ed8e24f,0.44,0.00,0.00,Newham 003A,Newham,45.7
"3418",E01003581,Newham 002B,,"542735","185695",51.552100000000003,0.057343000000000,0677f5c4-f130-4776-9275-294f96156959,E01003581,UN1,Urban: Nearer to a major town or city,Urban,1639.118911629999957,101581.806152343750000,1639.118911627673697,14234859-f535-42a8-b46f-00d832b35db8,0.46,0.00,0.00,Newham 002B,Newham,47.3
"3419",E01003582,Newham 002C,,"543098","185587",51.551000000000002,0.062531000000000,473d31f6-c96b-4963-a02b-d26d99771e85,E01003582,UN1,Urban: Nearer to a major town or city,Urban,1567.680582250000043,85713.982650756835938,1567.680582246205404,43e38dca-e229-4db2-9344-52f07c9856bd,0.57,0.00,0.00,Newham 002C,Newham,47.3
"3420",E01003583,Newham 002D,,"542961","185391",51.549300000000002,0.060477000000000,2ecc98b5-8a69-4828-b7e9-5cac3965001b,E01003583,UN1,Urban: Nearer to a major town or city,Urban,1830.764945630000057,98123.372589111328125,1830.764945631939327,cfcd00ca-8d96-40e2-9cba-0712ed2064b8,0.50,0.00,0.00,Newham 002D,Newham,47.3
"3414",E01003577,Newham 005C,,"543272","185919",51.554000000000002,0.065174000000000,8d5577c8-b6b1-4c45-820e-d09f6f3f94c6,E01003577,UN1,Urban: Nearer to a major town or city,Urban,2459.354642950000198,174715.688934326171875,2459.354642948282162,1c0e805f-5c3a-4224-8296-818371ce4615,0.82,0.00,0.00,Newham 005C,Newham,44.9
"3417",E01003580,Newham 005D,,"543316","185201",51.547499999999999,0.065516000000000,85beb7ee-a8a2-47a4-8ad0-ba95f89c6e02,E01003580,UN1,Urban: Nearer to a major town or city,Urban,2025.223576869999761,223495.062881469726562,2025.223576871832165,a387dcea-1467-49a9-a886-2addec0236ed,0.61,0.00,1.00,Newham 005D,Newham,44.9
"3428",E01003591,Newham 004D,,"542150","185588",51.551299999999998,0.048868000000000,3f60323c-3e87-4e67-b096-e4c7cbc9333e,E01003591,UN1,Urban: Nearer to a major town or city,Urban,2697.650088039999901,164584.244888305664062,2697.650088037230944,b672e837-51b0-4eed-85fa-ed98db240650,0.65,0.00,0.00,Newham 004D,Newham,49.5
"3431",E01003594,Newham 026A,,"540164","182948",51.528100000000002,0.019193000000000,f7ef18e7-0875-494d-9a43-44d6019cec37,E01003594,UN1,Urban: Nearer to a major town or city,Urban,2251.880436110000119,115949.378784179687500,2251.880436107705918,746e5fd1-9fab-47bb-a51e-81f779bb7709,0.52,0.00,0.00,Newham 026A,Newham,51.4
"3432",E01003595,Newham 026B,,"540420","183102",51.529400000000003,0.022943000000000,70b0d78a-2f12-4842-b23f-4a4ac9e3566e,E01003595,UN1,Urban: Nearer to a major town or city,Urban,1967.200314310000067,92474.183715820312500,1967.200314305851407,f4c3ad13-2a7e-4531-a5b7-fd53e4982d4d,0.54,0.00,0.00,Newham 026B,Newham,51.4
"3437",E01003600,Newham 021B,,"540243","183339",51.531599999999997,0.020487000000000,c6df4924-9ae3-452f-b88b-b9b4eabadf98,E01003600,UN1,Urban: Nearer to a major town or city,Urban,2713.253928190000352,110210.889900207519531,2713.253928187280053,43e9dd07-db8b-446a-a4f1-d86ae47796de,0.65,0.00,0.00,Newham 021B,Newham,52.7
"3459",E01003630,Newham 021C,,"539856","183533",51.533400000000000,0.014988000000000,0529503c-8000-40ce-8ae4-c8e14633e3a2,E01003630,UN1,Urban: Nearer to a major town or city,Urban,2504.621677770000588,104332.332397460937500,2504.621677774635828,6ba791e6-39d4-4251-ae15-554f3bc9ae44,0.54,0.00,0.00,Newham 021C,Newham,52.7
"3435",E01003598,Newham 021A,,"540249","183620",51.534100000000002,0.020685000000000,6564d00e-827c-486c-bdad-d489e53010e6,E01003598,UN1,Urban: Nearer to a major town or city,Urban,1698.957878380000011,71890.861953735351562,1698.957878380255124,a018377e-af95-462a-9013-3582037bad7b,0.57,0.00,0.00,Newham 021A,Newham,52.7
"3466",E01003637,Newham 021D,,"539811","183780",51.535600000000002,0.014438000000000,78e82277-fe0e-4916-bd69-9af4cf79ced2,E01003637,UN1,Urban: Nearer to a major town or city,Urban,2113.942040190000171,94156.000198364243261,2113.942040192554487,55ca869d-0406-46b4-8b68-8583122462b1,0.34,0.00,0.00,Newham 021D,Newham,52.7
"3438",E01003601,Newham 028A,,"541151","182162",51.520699999999998,0.033097000000000,f5a4993b-6f45-4ead-ad37-23cbbe078cc1,E01003601,UN1,Urban: Nearer to a major town or city,Urban,3742.678534730000592,353575.043586730957031,3742.678534727059287,85c91a1f-4a1f-4272-834e-c01d6b451c03,0.73,0.00,0.00,Newham 028A,Newham,47.1
"3439",E01003602,Newham 026C,,"540730","182460",51.523499999999999,0.027152000000000,aedc0e5b-4db5-4133-a57d-34b3750ef751,E01003602,UN1,Urban: Nearer to a major town or city,Urban,1979.284500859999980,119266.558471679687500,1979.284500857511830,af1f773f-2bc1-4777-8fa7-40be590fa89e,0.44,0.00,0.00,Newham 026C,Newham,51.4
"3443",E01003607,Newham 026D,,"540705","182910",51.527600000000000,0.026972000000000,cd5f5415-ceda-4cee-ab47-94b088e8435e,E01003607,UN1,Urban: Nearer to a major town or city,Urban,1619.982392820000086,125691.765815734863281,1619.982392818831613,e6f3ee4c-0e68-4e4e-8d67-142f17c06da9,0.56,0.00,0.00,Newham 026D,Newham,51.4
"32241",E01034202,Newham 022F,,"540995","182984",51.528199999999998,0.031179000000000,1c961eb6-db17-4c90-9ca5-940c8945c45f,E01034202,UN1,Urban: Nearer to a major town or city,Urban,2079.107544129999951,94315.580703735351562,2079.107544134566979,a59e23f3-59c1-41cf-9f31-98006488dbb6,,,,Newham 022F,Newham,52.7
"3440",E01003603,Newham 028B,,"541403","182628",51.524900000000002,0.036914000000000,56ec691e-929a-4df9-9a20-7eeef208ad89,E01003603,UN1,Urban: Nearer to a major town or city,Urban,2728.182523209999999,202894.642021179199219,2728.182523208633484,5d3ea28b-dde6-4793-a742-c4d88696f3c5,0.36,0.00,0.00,Newham 028B,Newham,47.1
"3444",E01003608,Newham 028D,,"541192","182719",51.525700000000001,0.033911000000000,73b94e2d-de17-4d7c-a172-a654b4b1c05f,E01003608,UN1,Urban: Nearer to a major town or city,Urban,1618.946164630000112,93026.703071594238281,1618.946164630998965,bbed9d48-01a1-404b-b098-f8d3a024389a,0.39,0.00,0.00,Newham 028D,Newham,47.1
"3450",E01003621,Newham 023C,,"543045","183806",51.534999999999997,0.061044000000000,ac6378cd-77ba-495f-b18c-9fd3562a7ba7,E01003621,UN1,Urban: Nearer to a major town or city,Urban,1224.947446780000064,67052.441612243652344,1224.947446775687922,24c70cdc-79d0-4f22-a6cd-6507536eec1c,0.37,0.00,0.00,Newham 023C,Newham,42.4
"3451",E01003622,Newham 023D,,"543459","183821",51.535100000000000,0.067015000000000,d9717c22-9f7a-45f9-b1e4-bb94a522c2c7,E01003622,UN1,Urban: Nearer to a major town or city,Urban,4186.930695430000014,241545.458847045898438,4186.930695427688079,22e579aa-0b68-425d-8888-ad2b174361ba,0.64,0.00,0.00,Newham 023D,Newham,42.4
"3452",E01003623,Newham 023E,,"543560","183425",51.531500000000001,0.068309000000000,959281a1-c991-41fe-b28c-e9586d192838,E01003623,UN1,Urban: Nearer to a major town or city,Urban,2604.827914770000007,272154.253967285156250,2604.827914774785313,262818db-065d-43d8-87dd-bf9fa59dd92f,0.58,0.00,0.00,Newham 023E,Newham,42.4
"3457",E01003628,Newham 015D,,"543160","184049",51.537199999999999,0.062800000000000,6d8df474-b7cb-4f6c-8f4f-16436c241c89,E01003628,UN1,Urban: Nearer to a major town or city,Urban,2005.905125289999887,92848.324851989746094,2005.905125290713841,b69c2d76-3c2f-4efb-a6c5-6ba0012c055d,0.32,1.00,0.00,Newham 015D,Newham,42.3
"3458",E01003629,Newham 015E,,"542671","184031",51.537199999999999,0.055747000000000,1aa512d5-8de2-4deb-beef-61f58660c302,E01003629,UN1,Urban: Nearer to a major town or city,Urban,1149.621640370000023,65132.944557189941406,1149.621640367756527,32aa05a2-ec9f-497d-b638-bbecaaaa9f9f,0.47,0.00,0.00,Newham 015E,Newham,42.3
"3462",E01003633,Newham 020C,,"539394","183577",51.533900000000003,0.008349000000000,8aa267dc-39e9-4566-af1a-905a2ef0133b,E01003633,UN1,Urban: Nearer to a major town or city,Urban,1826.383975140000075,96301.011161804199219,1826.383975141773817,1836bb9c-3db2-4410-b548-6a5c90b61df2,0.79,0.00,0.00,Newham 020C,Newham,53
"3463",E01003634,Newham 020D,,"539072","183758",51.535600000000002,0.003782000000000,f0872b2e-ce5a-488e-a41f-9804497307b7,E01003634,UN1,Urban: Nearer to a major town or city,Urban,1745.833029460000034,145213.781311035156250,1745.833029458058036,526c08c8-000f-4bdd-938f-f239cc5232c8,0.57,0.00,0.00,Newham 020D,Newham,53
"3449",E01003619,Newham 012D,,"538893","184114",51.538800000000002,0.001343000000000,6c608c10-48ef-4cc7-9b8b-d278a1cb3e29,E01003619,UN1,Urban: Nearer to a major town or city,Urban,3298.231221179999920,254101.463142395019531,3298.231221178607939,ae08f699-82cd-4ba2-bdc6-91218d3ec9c2,0.68,0.00,0.00,Newham 012D,Newham,67
"31674",E01033586,Newham 040D,,"538630","183273",51.531300000000002,-0.002780000000000,ee768a2e-5d45-42a1-81fb-72c0b72372e0,E01033586,UN1,Urban: Nearer to a major town or city,Urban,4050.026863479999975,751365.364387512207031,4050.026863484293699,ade625d1-eb3a-46a1-bbb1-844679c9cbe8,0.66,0.00,1.00,Newham 040D,Newham,70.8
"32238",E01034199,Newham 012E,,"538888","184896",51.545900000000003,0.001579000000000,6ca27274-1db1-4507-89d1-490b395a6cbf,E01034199,UN1,Urban: Nearer to a major town or city,Urban,2089.620824730000095,105587.194679260253906,2089.620824734377038,d6eafbbd-e6ad-4357-a016-bdd81b0b1147,,,,Newham 012E,Newham,67
"32239",E01034200,Newham 012F,,"538881","184529",51.542600000000000,0.001334000000000,cb262565-ee95-45f7-b7be-cd16ea6d66a7,E01034200,UN1,Urban: Nearer to a major town or city,Urban,1708.859851380000009,127111.969215393066406,1708.859851375275184,e727e65b-c067-40ad-b0a5-45912af2cc1e,,,,Newham 012F,Newham,67
"32258",E01034219,Newham 039C,,"538631","184823",51.545299999999997,-0.002150000000000,d1684455-26ce-46e0-875b-c69e4ab18848,E01034219,UN1,Urban: Nearer to a major town or city,Urban,2611.052915450000000,161880.494422912597656,2611.052915454549293,098e5ecd-1b7e-4a48-94c9-709e3e476b42,,,,Newham 039C,Newham,66.2
"32259",E01034220,Newham 039D,,"538390","184501",51.542400000000001,-0.005750000000000,bb77ce84-dd81-4c71-b6c1-6d7627e56d9d,E01034220,UN1,Urban: Nearer to a major town or city,Urban,4251.109642880000138,338280.675109863281250,4251.109642884611276,f26a1664-a7cb-479e-b99e-d6a1f5e812f8,,,,Newham 039D,Newham,66.2
"32252",E01034213,Newham 038A,,"537786","185247",51.549300000000002,-0.014170000000000,8de54aaf-961d-445f-a845-b9706caa0328,E01034213,UN1,Urban: Nearer to a major town or city,Urban,2959.766429859999789,298984.240509033203125,2959.766429863157100,1ecca4f1-cc5d-4c1e-80e6-636532fa145e,,,,Newham 038A,Newham,68.3
"32253",E01034214,Newham 038B,,"538086","185070",51.547600000000003,-0.009910000000000,066c3bc3-594f-48e3-a2fd-73ba58c942db,E01034214,UN1,Urban: Nearer to a major town or city,Urban,1175.335566389999940,35287.996406555175781,1175.335566387973586,fd0d8dc4-e952-4f2d-b784-9b85c4267f96,,,,Newham 038B,Newham,68.3
"32254",E01034215,Newham 038C,,"538244","185039",51.547300000000000,-0.007650000000000,5d65417e-b4a4-4ceb-820c-111d3d1acf3a,E01034215,UN1,Urban: Nearer to a major town or city,Urban,1197.600001150000026,37393.202232360839844,1197.600001145244050,33bd35ef-8a91-4a42-b930-383e973bab37,,,,Newham 038C,Newham,68.3
"32256",E01034217,Newham 038E,,"537941","184700",51.544300000000000,-0.012150000000000,e2c152b7-7c20-4857-94e4-ec723993512c,E01034217,UN1,Urban: Nearer to a major town or city,Urban,3382.746586419999858,289182.860626220703125,3382.746586417352773,139bb9b8-1a80-47e9-9bc1-dc895dd5f2f3,,,,Newham 038E,Newham,68.3
"32257",E01034218,Newham 039B,,"538294","185297",51.549599999999998,-0.006820000000000,ad9b6cd4-4326-4877-987c-a28b1d8711c2,E01034218,UN1,Urban: Nearer to a major town or city,Urban,4150.081312360000084,206642.734710693359375,4150.081312360777702,22ef4396-dd3b-4a83-a909-09f28b0aa4df,,,,Newham 039B,Newham,66.2
"32255",E01034216,Newham 038D,,"538370","184909",51.546100000000003,-0.005880000000000,295e0c8a-b354-4474-bb2f-ba1345b763f8,E01034216,UN1,Urban: Nearer to a major town or city,Urban,1608.550012930000094,63381.431312561035156,1608.550012929425066,076b7e4c-0569-43c6-b815-0db47ac3efe4,,,,Newham 038D,Newham,68.3
"31669",E01033579,Newham 040C,,"537880","183346",51.532200000000003,-0.013550000000000,87219046-438d-4e06-824e-c239bb645b9a,E01033579,UN1,Urban: Nearer to a major town or city,Urban,3995.373558379999849,440232.448890686035156,3995.373558380178565,bd4b4934-620a-45a6-a00a-c169b6eb9a85,0.31,0.00,0.00,Newham 040C,Newham,70.8
"32260",E01034221,Newham 039E,,"538379","184026",51.538200000000003,-0.006100000000000,e907d513-591a-4743-be41-975a19c7562c,E01034221,UN1,Urban: Nearer to a major town or city,Urban,2287.755158009999832,146415.155021667480469,2287.755158011687399,2fe2a622-4e56-41ad-86af-386552f4f345,,,,Newham 039E,Newham,66.2
"32261",E01034222,Newham 040A,,"537952","183980",51.537900000000000,-0.012270000000000,2dc21b9d-32a2-4287-a6a9-f9fc5e40c49c,E01034222,UN1,Urban: Nearer to a major town or city,Urban,3598.900084349999815,507018.182960510253906,3598.900084346368203,7bf80173-3f8d-4b2e-84d3-b4a24a8ee0e7,,,,Newham 040A,Newham,70.8
"32262",E01034223,Newham 040B,,"538393","183640",51.534700000000001,-0.006050000000000,8f8b4354-b23c-4596-b2ed-9a53bfaad4c5,E01034223,UN1,Urban: Nearer to a major town or city,Urban,1564.560628570000063,60628.660194396972656,1564.560628569095570,8fcf2715-3380-4388-bac2-99438179f913,,,,Newham 040B,Newham,70.8
"32263",E01034224,Newham 041D,,"542100","180035",51.501399999999997,0.045909000000000,c4f194a6-07dd-4c9a-93aa-5fec5d54b9de,E01034224,UN1,Urban: Nearer to a major town or city,Urban,6188.586506460000237,956212.027412414550781,6188.586506464237573,46972420-a49a-4c9c-8b39-25669835f977,,,,Newham 041D,Newham,48.8
"32264",E01034225,Newham 042B,,"541442","180222",51.503200000000000,0.036511000000000,fea816d5-53b8-484f-9aeb-0fb6410998e2,E01034225,UN1,Urban: Nearer to a major town or city,Urban,4324.928561679999802,439124.571685791015625,4324.928561678550068,27804519-dbe7-4827-9171-58530759ab61,,,,Newham 042B,Newham,60.1
"32265",E01034226,Newham 042C,,"541453","180028",51.501500000000000,0.036591000000000,308d4f88-1ecc-4368-be14-40c73b6a370b,E01034226,UN1,Urban: Nearer to a major town or city,Urban,1112.782088570000042,38785.229873657226562,1112.782088566786342,40edd540-a303-4bbf-9a58-7e63c8623c84,,,,Newham 042C,Newham,60.1
"32267",E01034228,Newham 042E,,"541142","179944",51.500799999999998,0.032080000000000,7e4dc8e0-7d4d-4906-8653-7cdc25df52e1,E01034228,UN1,Urban: Nearer to a major town or city,Urban,1366.897241359999953,64095.445518493652344,1366.897241358894235,8777d427-2d98-4630-a576-f7a83b5982e7,,,,Newham 042E,Newham,60.1
"32270",E01034231,Newham 042H,,"541278","179820",51.499699999999997,0.033988000000000,bb250f94-974c-40e5-933a-399d7f9936e4,E01034231,UN1,Urban: Nearer to a major town or city,Urban,2667.099310850000165,317128.036094665527344,2667.099310851991959,883beb0c-8ff2-449d-a271-ed2252ecd781,,,,Newham 042H,Newham,60.1
"31670",E01033580,Newham 042A,,"540729","180295",51.504100000000001,0.026274000000000,839b3938-f45e-4344-a36c-eece25f5db95,E01033580,UN1,Urban: Nearer to a major town or city,Urban,2868.930709279999974,84007.978538513183594,2868.930709280113660,4662856b-c0c5-4cca-accd-3dbf77a00e4d,0.00,0.00,0.00,Newham 042A,Newham,60.1
"32266",E01034227,Newham 042D,,"540832","180017",51.501500000000000,0.027646000000000,5063ad7e-90b4-4d4a-98e1-a916758f3f2d,E01034227,UN1,Urban: Nearer to a major town or city,Urban,1090.987100650000002,45771.199836730957031,1090.987100653135712,1cc4de06-31ff-4baf-ae25-1a8fc7f5ce3b,,,,Newham 042D,Newham,60.1
"32268",E01034229,Newham 042F,,"540348","180091",51.502299999999998,0.020707000000000,7213b852-7ae5-4095-b697-902ba47401ac,E01034229,UN1,Urban: Nearer to a major town or city,Urban,4557.658245640000132,773634.640182495117188,4557.658245637403525,0061bf89-feba-4bc4-af6c-84e911cc23c5,,,,Newham 042F,Newham,60.1
"32269",E01034230,Newham 042G,,"540782","179864",51.500200000000000,0.026865000000000,13d4c8c9-46de-4859-8105-7478feabdad0,E01034230,UN1,Urban: Nearer to a major town or city,Urban,1077.906143989999919,42165.543647766113281,1077.906143992461921,390eddbd-d939-4873-8608-3d4fe467f43f,,,,Newham 042G,Newham,60.1
"3324",E01003483,Newham 032A,,"542083","181918",51.518300000000004,0.046423000000000,8e9e8fb2-9d54-482f-b9a2-02b50cd1ebb8,E01003483,UN1,Urban: Nearer to a major town or city,Urban,3401.529241539999930,245330.012237548828125,3401.529241539545637,57742a20-2c30-4222-a849-57da76bc7d9f,0.73,0.00,0.00,Newham 032A,Newham,39.6
"3325",E01003484,Newham 032B,,"542576","181891",51.517899999999997,0.053513000000000,d32b6405-d641-4a7a-a058-64efd104a5e1,E01003484,UN1,Urban: Nearer to a major town or city,Urban,2122.883591809999871,101182.244209289550781,2122.883591814966621,48619cea-c76b-4227-947d-769ef080f519,0.35,0.00,0.00,Newham 032B,Newham,39.6
"3326",E01003485,Newham 035C,,"542352","181536",51.514800000000001,0.050143000000000,901cbe14-1b4a-4250-bb91-8f034c96b6a3,E01003485,UN1,Urban: Nearer to a major town or city,Urban,3145.559565470000052,151102.500495910644531,3145.559565466798176,3aad4586-d326-41f5-adb2-096102e31068,0.39,0.00,0.00,Newham 035C,Newham,39.9
"3327",E01003486,Newham 033C,,"543008","181564",51.514899999999997,0.059602000000000,ded6307f-36dd-4ded-b75e-87b8da5a879a,E01003486,UN1,Urban: Nearer to a major town or city,Urban,3672.879274960000203,218542.868087768554688,3672.879274959542727,5be34ca7-6815-451c-80c6-a668f946bda4,1.00,0.00,0.00,Newham 033C,Newham,45.9
"3377",E01003540,Newham 029C,,"542904","182348",51.521999999999998,0.058422000000000,0ae41806-4344-452d-b49d-acc664816c14,E01003540,UN1,Urban: Nearer to a major town or city,Urban,2822.274211439999817,207694.969917297363281,2822.274211436205860,dfd6444c-6542-4a01-adc0-50fa75a0fb27,0.77,0.00,0.00,Newham 029C,Newham,40.6
"3378",E01003541,Newham 029D,,"542406","182246",51.521200000000000,0.051207000000000,27e8c18e-d3fe-436c-b781-1f2c2c6fd655,E01003541,UN1,Urban: Nearer to a major town or city,Urban,2662.670508159999827,160885.419502258300781,2662.670508162978876,b74f2f4c-0009-41cd-b3a4-ea8378a86be1,0.47,0.00,0.00,Newham 029D,Newham,40.6
"32244",E01034205,Newham 033E,,"544253","182297",51.521200000000000,0.077831000000000,57b3cf44-a162-45a7-8d86-0f740be5f639,E01034205,UN1,Urban: Nearer to a major town or city,Urban,8329.888437359999443,2459509.544754028320312,8329.888437364796118,537eab77-8d24-45c4-a801-58ad7c1c1cc1,,,,Newham 033E,Newham,45.9
"3380",E01003543,Newham 001A,,"540727","185689",51.552599999999998,0.028398000000000,3c4015e5-b53b-468b-8e5e-7a0f7e47c00b,E01003543,UN1,Urban: Nearer to a major town or city,Urban,2423.886218050000025,165618.681358337402344,2423.886218047406601,fe40e4a7-3b44-404e-8bc5-6e910873706d,0.37,0.00,0.00,Newham 001A,Newham,47.7
"3384",E01003547,Newham 007A,,"541032","185709",51.552700000000002,0.032803000000000,7d61b1df-caf4-4eb8-ae02-979f62b21b5e,E01003547,UN1,Urban: Nearer to a major town or city,Urban,2328.653402039999946,178213.382362365722656,2328.653402042117250,9fccdb35-4aed-4835-bb3c-93dbc6fbb13e,0.26,1.00,0.00,Newham 007A,Newham,41.1
"3421",E01003584,Newham 003B,,"541552","185627",51.551800000000000,0.040265000000000,b0289333-7115-4ebb-89a8-883d8f7b2cb5,E01003584,UN1,Urban: Nearer to a major town or city,Urban,3793.350765300000148,332006.166389465332031,3793.350765298364877,0cfab167-ee2b-4636-8b8b-07d484a788ae,0.53,0.00,1.00,Newham 003B,Newham,45.7
"3381",E01003544,Newham 001B,,"539998","185584",51.551800000000000,0.017849000000000,0f544968-717a-481e-aeab-101fd55d6eec,E01003544,UN1,Urban: Nearer to a major town or city,Urban,3592.260771579999528,151732.978584289550781,3592.260771575764466,68b862cc-060f-4ef8-83a7-a313e7f9afc1,0.51,0.00,0.00,Newham 001B,Newham,47.7
